revenue,net profit,operating profit,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,201512,LAS CONDES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,LAS CONDES
378613062000.0,36120103000.0,36120103000.0,,370869740000.0,,,206809794000.0,61127060000.0,,22083398000.0,243754699000.0,48151839000.0,15565847000.0,,31214918000.0,74458193000.0,208733237000.0,246977000.0,1024608000.0,2013419000.0,266085573000.0,3947615000.0,6912822000.0,340543766000.0,33807549000.0,130331182000.0,113574515.0,13397561000.0,113574515.0,72727483000.0,-24265463000.0,-26693212000.0,,,206809794000.0,29169672000.0,188484000.0,35328386000.0,-225692000.0,23910055000.0,,,8957479000.0,21531488000.0,,201512,LIPIGAS
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,201512,LIPIGAS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,LIPIGAS
13040074000.0,2004244000.0,2004244000.0,,10215376000.0,,,10128369000.0,1354556000.0,,4473540000.0,9608638000.0,2522888000.0,565204000.0,,189589000.0,7188263000.0,6682951000.0,,27173000.0,6254000.0,13389994000.0,,3103428000.0,20578257000.0,5578913000.0,13893153000.0,2500000.0,7275000.0,2500000.0,-2101799000.0,-727667000.0,2855339000.0,,,10128369000.0,821401000.0,,1915696000.0,,5458334000.0,,,59935000.0,,,201512,LITORAL
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,201512,LITORAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,LITORAL
9740045000.0,-178732000.0,-178732000.0,,11372397000.0,,,7029582000.0,351177000.0,,1483957000.0,7636709000.0,-357115000.0,934406000.0,,753497000.0,2822901000.0,15163870000.0,651348000.0,330016000.0,,15278517000.0,2280575000.0,1321425000.0,18101418000.0,5640972000.0,2856535000.0,545547819.0,224908000.0,551847819.0,1715475000.0,-1739069000.0,-128360000.0,,,7029582000.0,2165184000.0,57117000.0,35032000.0,-83945000.0,625661000.0,,,570460000.0,26600000.0,2072805000.0,201512,LTM (ex LAN)
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201512,LTM (ex LAN)
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,201512,LTM (ex LAN)
247773680000.0,95096823000.0,95096823000.0,,298054528000.0,,,37141637000.0,36876994000.0,,64010017000.0,55671776000.0,114396315000.0,35393751000.0,,32176051000.0,135826039000.0,1265619948000.0,1364001000.0,28090973000.0,7319823000.0,2384701311000.0,357778000.0,3814784000.0,2520527350000.0,166478535000.0,1156484844000.0,1960000000.0,,1960000000.0,205236379000.0,-125604434000.0,-62699961000.0,,,37141637000.0,21494770000.0,249380000.0,34084662000.0,-531910000.0,41770165000.0,,,7597695000.0,3001402000.0,20291974000.0,201512,MALLPLAZA
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201512,MALLPLAZA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,MALLPLAZA
97884661000.0,9426026000.0,9426026000.0,,93366540000.0,,,62303149000.0,,,16775852000.0,71551378000.0,12046499000.0,,,11690005000.0,157948849000.0,161144593000.0,585748000.0,139243000.0,,161228961000.0,59184000.0,674008000.0,319177810000.0,94493159000.0,112044365000.0,,93395372000.0,,5662834000.0,-3607329000.0,-1128506000.0,,,62303149000.0,19909047000.0,14310000.0,3127035000.0,,,,,,,,201512,MANQUEHUE
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201512,MANQUEHUE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,MANQUEHUE
87000.0,-93000000.0,-93000000.0,,,,,772000.0,,,72000.0,499000.0,-93000000.0,,,492000.0,85912000.0,8761000.0,83742000.0,,,49393000.0,,,135305000.0,312000.0,126544000.0,2839055116.0,,2839055116.0,5041000.0,-17100000.0,9645000.0,,,772000.0,89000.0,,7000.0,-31000.0,,,,4000.0,485000.0,,201512,MARINSA
1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,201512,MARINSA
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,201512,MARINSA
1052555000.0,45610000.0,45610000.0,2251000.0,,,,775812000.0,49238000.0,,126815000.0,825536000.0,53826000.0,45594000.0,,109900000.0,516452000.0,1156772000.0,802000.0,8648000.0,428000.0,1394311000.0,10670000.0,866000.0,1910763000.0,317464000.0,932990000.0,7839105291.0,170037000.0,7839105291.0,173930000.0,-113009000.0,-20995000.0,,,775812000.0,110224000.0,16332000.0,29608000.0,-43622000.0,124003000.0,,,18815000.0,9625000.0,,201512,MASISA
1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,201512,MASISA
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,201512,MASISA
219077618000.0,6549659000.0,6549659000.0,,287209661000.0,,,214248102000.0,17273980000.0,,45833332000.0,141162245000.0,8588226000.0,1000.0,,18296607000.0,89391956000.0,122794218000.0,258042000.0,2262826000.0,4413027000.0,249545162000.0,49958968000.0,17101100000.0,338937118000.0,66449144000.0,216134766000.0,58000000.0,18032657000.0,58000000.0,33127850000.0,-9713136000.0,-15821759000.0,,,214248102000.0,22533018000.0,2368324000.0,1210926000.0,,,,,,,,201512,MELON
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201512,MELON
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,MELON
1401680000.0,245494000.0,245494000.0,6180000.0,1608591000.0,33082000.0,,840806000.0,22157000.0,,247657000.0,704530000.0,353781000.0,206028000.0,80379000.0,919336000.0,1480755000.0,4015741000.0,220073000.0,29365000.0,11327000.0,9145006000.0,,341736000.0,10625761000.0,794905000.0,4154536000.0,125000000.0,99024000.0,125000000.0,746017000.0,-22128000.0,-90229000.0,,,840806000.0,92952000.0,,70469000.0,-12418000.0,137259000.0,873000.0,,30088000.0,79817000.0,89359000.0,201512,MINERA
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201512,MINERA
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201512,MINERA
133049399000.0,5153507000.0,5153507000.0,,141898294000.0,,,105544990000.0,15411645000.0,,30740261000.0,117378099000.0,6479160000.0,,,2652021000.0,117095984000.0,117769991000.0,406596000.0,,806977000.0,66110638000.0,,500710000.0,183206622000.0,97355605000.0,65434415000.0,206884211.0,64730545000.0,206884211.0,-6931159000.0,-5710054000.0,7915183000.0,,,105544990000.0,26492924000.0,,,,28479493000.0,,,1231817000.0,1310654000.0,,201512,MOLLER
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,201512,MOLLER
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,MOLLER
714079000.0,51024000.0,51024000.0,6555000.0,919766000.0,,,626932000.0,,,64556000.0,540172000.0,68847000.0,45896000.0,-24470000.0,324662000.0,733752000.0,820101000.0,151299000.0,2919000.0,947000.0,603697000.0,,1153000.0,1337449000.0,131792000.0,511147000.0,132999304.0,159539000.0,132999304.0,206564000.0,-155523000.0,-84956000.0,,,626932000.0,75514000.0,1821000.0,2087000.0,-2779000.0,66648000.0,1109000.0,,164345000.0,335000.0,72360000.0,201512,MOLYMET
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201512,MOLYMET
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201512,MOLYMET
7115162000.0,1394814000.0,1394814000.0,,7790172000.0,,,3033281000.0,826332000.0,,525485000.0,3801722000.0,1978964000.0,685516000.0,,314795000.0,2299607000.0,1205621000.0,166730000.0,,,15294874000.0,,,17594481000.0,1205621000.0,16388860000.0,28875307.0,,28875307.0,1908372000.0,-728972000.0,-1024553000.0,,,3033281000.0,2022187000.0,,1600741000.0,-1241000.0,1711508000.0,,,313862000.0,,2048254000.0,201512,MUELLES
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201512,MUELLES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,MUELLES
346268000.0,-32906000.0,-32906000.0,,357944000.0,,,373920000.0,,,85878000.0,376701000.0,-46456000.0,36000.0,,71630000.0,289118000.0,290624000.0,,1307000.0,1598000.0,218002000.0,,22735000.0,507120000.0,123325000.0,166505000.0,1410665600.0,38425000.0,1410665600.0,-545000.0,62769000.0,-16044000.0,,,373920000.0,31591000.0,,1967000.0,-8000.0,28326000.0,,,4382000.0,209000.0,16489000.0,201512,MULTIFOODS
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201512,MULTIFOODS
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,201512,MULTIFOODS
87000.0,-91881000.0,-91881000.0,,,,,1095000.0,,,122000.0,499000.0,-91881000.0,,,675000.0,86390000.0,13625000.0,83742000.0,,,58506000.0,245000.0,,144896000.0,454000.0,80104000.0,141868925.0,,141868925.0,5164000.0,-17100000.0,9722000.0,,,1095000.0,89000.0,,7000.0,-86000.0,,,,9000.0,663000.0,,201512,NAVARINO
1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,201512,NAVARINO
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,201512,NAVARINO
521181000,151220000,40086000,3799000,1129516000,16000,,1043357000,39865000,,185231000.0,409491000,58148000,64465000,22395000,53899000.0,354152000.0,620453000.0,57515000.0,55432000.0,7168000.0,632998000.0,205000.0,99142000.0,987150000.0,317524000.0,230200000.0,6909829902.0,16635000.0,6909829902.0,-12043000,-154793000,173401000,,,1043357000,63203000,7882000,46722000,-3180000,144305000.0,,,25457000.0,999000.0,82478000,201512,NAVIERA
1,1,1,1,1,1,2.0,1,1,2.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,2.0,1,1,1,1,1,0.0,2.0,2.0,0.0,0.0,1,201512,NAVIERA
1,1,1,1,1,1,0.0,1,1,0.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0.0,0.0,1,1,1,1,1,1.0,0.0,0.0,1.0,1.0,1,201512,NAVIERA
11885786000.0,20904000.0,20904000.0,,13834750000.0,611000.0,,9772897000.0,714228000.0,,1145223000.0,8705944000.0,-26296000.0,286561000.0,95635000.0,763190000.0,9351115000.0,4121921000.0,,15878000.0,456534000.0,5745076000.0,,,15096191000.0,2134345000.0,10729505000.0,930000.0,6140622000.0,930000.0,455462000.0,-333466000.0,-1144348000.0,,,9772897000.0,2666288000.0,-5241000.0,521730000.0,16636000.0,1898465000.0,68166000.0,,223321000.0,528906000.0,2563799000.0,201512,NIBSA
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201512,NIBSA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,NIBSA
,852000.0,852000.0,,,,,1375000.0,147000.0,,68000.0,,-3243000.0,,,5997000.0,21809000.0,470746000.0,3952000.0,,,590470000.0,,,612279000.0,274092000.0,139254000.0,104641424191.0,,104641424191.0,-2318000.0,-15000.0,1858000.0,,,1375000.0,119000.0,,2073000.0,-47000.0,,,,297000.0,,127000.0,201512,NITRATOS
2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,201512,NITRATOS
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,201512,NITRATOS
,20359000.0,20359000.0,,,,,3361000.0,1281000.0,,374000.0,,12078000.0,,,17863000.0,139087000.0,905443000.0,80864000.0,,,2106872000.0,882903000.0,,2245959000.0,105873000.0,1017309000.0,105961665413.0,,105961665413.0,-13948000.0,-71476000.0,59349000.0,,,3361000.0,1941000.0,,10295000.0,-759000.0,,,,5961000.0,,1634000.0,201512,NORTEGRAN
2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,201512,NORTEGRAN
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,201512,NORTEGRAN
387745520000.0,-40639693000.0,-40639693000.0,804400000.0,469899036000.0,,,332320081000.0,85536555000.0,,70779914000.0,249364004000.0,-10787892000.0,9421960000.0,14131071000.0,30976330000.0,236045276000.0,221133655000.0,1315277000.0,7549292000.0,5783743000.0,98106987000.0,,26337818000.0,334152263000.0,116920510000.0,113018608000.0,998617522.0,53081250000.0,1454422879.0,11075144000.0,2957288000.0,-3937666000.0,,,332320081000.0,55325851000.0,9793563000.0,,,136199719000.0,,,2627951000.0,24636045000.0,,201512,NUEVAPOLAR
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,201512,NUEVAPOLAR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,NUEVAPOLAR
,-13485263000.0,-13485263000.0,,,,,6925000.0,,,22460000.0,,-13485263000.0,,,,0.0,114362000.0,,,,0.0,,,0.0,22460000.0,-114362000.0,299921497.0,,299921497.0,-6925000.0,6925000.0,,,,6925000.0,,,,,,,,,,,201512,NUEVAREG
2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201512,NUEVAREG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201512,NUEVAREG
124404000,63516000,63516000,,52265000,,,38983000,,,29584000,45910000,46229000,45910000,,351861000,891526000,260782000,,,,3435300000,,10316000,4326826000,260782000,4060371000,542598,,579135,13620000,-31376000,11906000,,,38983000,,,,,,,,3044000,,,201512,OLDBOYS
1,1,1,2.0,1,2.0,2.0,1,2.0,2.0,0.0,1,1,1,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,1,1,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,201512,OLDBOYS
0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,201512,OLDBOYS
,29770000.0,29770000.0,,,,,1732000.0,1135000.0,,264000.0,,26612000.0,,,11718000.0,410518000.0,620535000.0,78045000.0,,,1509452000.0,486669000.0,,1919970000.0,48186000.0,1187617000.0,136927891634.0,,131492625130.0,-4039000.0,-114109000.0,106566000.0,,,1732000.0,641000.0,,11617000.0,-573000.0,,,,5517000.0,,557000.0,201512,ORO BLANCO
2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,201512,ORO BLANCO
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,201512,ORO BLANCO
